Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Double_Sleep_Hours,Hours_Studied_x_Sleep_Hours,Previous_Scores_x_Sample_Papers,Mean,Var
5,87,1,6,8,76.0,36,30,696,26.5,1628.3333333333333
4,70,0,8,7,56.0,64,32,490,22.25,1016.25
9,87,0,7,9,86.0,49,63,783,28.0,1548.0
1,61,1,7,7,37.0,49,7,427,19.0,792.0
6,50,0,5,2,35.0,25,30,100,15.75,524.25
3,73,0,8,0,54.0,64,24,0,21.0,1212.6666666666665
9,88,1,6,2,83.0,36,54,176,26.25,1702.9166666666665
5,54,0,8,2,40.0,64,40,108,17.25,606.25
6,89,0,4,5,78.0,16,24,445,26.0,1764.6666666666665
9,49,0,8,2,47.0,64,72,98,17.0,464.66666666666663
9,77,0,6,1,68.0,36,54,77,23.25,1294.9166666666665
8,71,1,5,8,67.0,25,40,568,23.0,1026.0
9,92,1,4,5,92.0,16,36,460,27.5,1853.6666666666665
4,87,0,8,4,67.0,64,32,348,25.75,1670.9166666666665
6,70,1,7,2,59.0,49,42,140,21.25,1060.9166666666665
5,76,0,6,6,61.0,36,30,456,23.25,1236.9166666666665
5,83,1,5,6,69.0,25,25,498,24.75,1508.25
4,67,0,9,3,53.0,81,36,201,20.75,957.5833333333333
2,70,0,6,9,48.0,36,12,630,21.75,1042.9166666666665
6,45,1,8,1,32.0,64,48,45,15.0,408.66666666666663
9,53,0,5,1,47.0,25,45,53,17.0,586.6666666666666
1,97,0,7,7,71.0,49,7,679,28.0,2124.0
7,62,0,4,3,48.0,16,28,186,19.0,824.6666666666666
6,55,0,8,6,43.0,64,48,330,18.75,584.9166666666666
3,64,1,5,2,44.0,25,15,128,18.5,921.6666666666666
1,78,1,4,8,53.0,16,4,624,22.75,1364.9166666666665
4,41,1,5,9,24.0,25,20,369,14.75,310.91666666666663
9,77,1,9,8,76.0,81,81,616,25.75,1167.5833333333333
2,80,0,8,6,58.0,64,16,480,24.0,1400.0
3,78,0,5,6,59.0,25,15,468,23.0,1346.0
2,73,0,7,0,51.0,49,14,0,20.5,1233.6666666666665
2,90,0,5,9,68.0,25,10,810,26.5,1800.3333333333333
8,79,1,8,7,73.0,64,64,553,25.5,1272.3333333333333
3,82,1,5,1,60.0,25,15,82,22.75,1562.9166666666665
7,64,1,4,7,56.0,16,28,448,20.5,843.0
8,75,0,4,1,66.0,16,32,75,22.0,1256.6666666666665
3,55,0,9,0,34.0,81,27,0,16.75,664.25
2,96,0,6,7,75.0,36,12,672,27.75,2074.9166666666665
8,57,0,9,3,53.0,81,72,171,19.25,640.25
3,52,1,6,9,31.0,36,18,468,17.5,535.0
7,98,1,7,5,88.0,49,49,490,29.25,2101.583333333333
1,76,1,4,9,48.0,16,4,684,22.5,1283.0
6,66,0,6,9,56.0,36,36,594,21.75,872.25
9,73,1,5,0,67.0,25,45,0,21.75,1180.9166666666665
3,50,0,7,8,29.0,49,21,400,17.0,488.66666666666663
7,40,1,8,6,30.0,64,56,240,15.25,272.91666666666663
6,52,1,6,4,40.0,36,36,208,17.0,545.3333333333333
8,69,0,9,5,64.0,81,72,345,22.75,953.5833333333333
3,44,0,6,2,23.0,36,18,88,13.75,409.5833333333333
3,57,0,9,8,39.0,81,27,456,19.25,640.25
4,53,1,9,1,33.0,81,36,53,16.75,594.9166666666666
3,52,1,4,9,33.0,16,12,468,17.0,551.3333333333333
9,71,1,7,0,68.0,49,63,0,21.75,1092.9166666666665
4,46,1,9,0,32.0,81,36,0,14.75,447.5833333333333
6,47,0,4,9,33.0,16,24,423,16.5,417.66666666666663
8,89,1,4,1,83.0,16,32,89,25.5,1800.3333333333333
8,46,0,9,5,41.0,81,72,230,17.0,376.66666666666663
5,91,1,7,5,76.0,49,35,455,27.0,1821.3333333333333
5,88,0,5,8,76.0,25,25,704,26.5,1683.0
6,55,0,6,9,45.0,36,36,495,19.0,578.0
7,82,1,4,3,72.0,16,28,246,24.0,1498.0
7,70,1,6,7,60.0,36,42,490,22.5,1003.0
4,90,0,7,3,75.0,49,28,270,26.0,1823.3333333333333
6,66,1,5,2,55.0,25,30,132,19.75,953.5833333333333
7,99,0,8,3,91.0,64,56,297,29.25,2166.9166666666665
5,72,1,5,0,56.0,25,25,0,20.5,1184.3333333333333
5,92,1,7,8,77.0,49,35,736,28.0,1822.0
2,68,1,5,4,47.0,25,10,272,19.75,1036.25
7,47,1,8,6,37.0,64,56,282,17.0,400.66666666666663
6,72,1,4,2,61.0,16,24,144,21.0,1158.6666666666665
1,80,0,5,4,58.0,25,5,320,22.5,1472.3333333333333
4,58,1,9,9,42.0,81,36,522,20.0,647.3333333333333
3,60,0,9,3,40.0,81,27,180,18.75,764.25
3,80,0,7,6,59.0,49,21,480,24.0,1396.6666666666665
7,60,0,5,4,53.0,25,35,240,19.0,748.6666666666666
4,64,1,8,1,47.0,64,32,64,19.25,898.25
8,81,0,7,2,72.0,49,56,162,24.5,1425.6666666666665
9,95,0,5,7,90.0,25,45,665,29.0,1938.6666666666665
3,62,0,7,2,43.0,49,21,124,18.5,845.6666666666666
5,50,0,9,6,35.0,81,45,300,17.5,472.3333333333333
4,72,0,8,4,52.0,64,32,288,22.0,1114.6666666666665
6,59,0,4,6,47.0,16,24,354,18.75,720.9166666666666
4,64,1,8,9,50.0,64,32,576,21.25,816.9166666666666
8,65,0,4,8,57.0,16,32,520,21.25,854.25
3,79,0,6,6,58.0,36,18,474,23.5,1371.0
5,91,1,9,5,78.0,81,45,455,27.5,1795.6666666666665
1,51,0,9,0,25.0,81,9,0,15.25,584.25
6,71,1,9,3,64.0,81,54,213,22.25,1062.25
5,72,1,8,7,61.0,64,40,504,23.0,1068.6666666666665
8,49,0,4,0,42.0,16,32,0,15.25,516.9166666666666
9,43,0,6,5,39.0,36,54,215,15.75,332.91666666666663
8,54,1,6,1,46.0,36,48,54,17.25,608.9166666666666
8,90,1,6,8,88.0,36,48,720,28.0,1709.3333333333333
3,45,1,7,7,26.0,49,21,315,15.5,390.3333333333333
4,66,1,8,8,49.0,64,32,528,21.5,883.6666666666666
4,44,0,8,8,34.0,64,32,352,16.0,352.0
5,44,1,9,1,31.0,81,45,44,14.75,390.91666666666663
9,57,1,8,1,52.0,64,72,57,18.75,662.9166666666666
9,67,1,8,8,68.0,64,72,536,23.0,860.6666666666666
1,74,0,7,1,50.0,49,7,74,20.75,1268.25
8,98,1,8,3,93.0,64,64,294,29.25,2106.25
1,61,1,4,1,32.0,16,4,61,16.75,872.25
2,73,0,6,0,48.0,36,12,0,20.25,1242.9166666666665
7,43,0,7,9,36.0,49,49,387,16.5,313.0
8,57,1,7,6,54.0,49,56,342,19.5,625.6666666666666
1,80,1,9,4,55.0,81,9,320,23.5,1429.6666666666665
3,90,1,8,2,74.0,64,24,180,25.75,1841.5833333333333
7,65,0,6,7,53.0,36,42,455,21.25,850.9166666666666
9,81,0,4,4,76.0,16,36,324,24.5,1424.3333333333333
8,61,1,6,0,54.0,36,48,0,18.75,804.9166666666666
8,86,1,5,8,80.0,25,40,688,26.75,1562.25
9,72,1,6,4,68.0,36,54,288,22.75,1082.25
3,82,0,4,2,63.0,16,12,164,22.75,1560.9166666666665
8,53,1,4,5,46.0,16,32,265,17.5,563.0
1,70,1,4,7,45.0,16,4,490,20.5,1095.0
8,49,0,7,1,43.0,49,56,49,16.25,486.25
7,90,1,7,2,83.0,49,49,180,26.5,1797.6666666666665
8,63,0,5,6,56.0,25,40,378,20.5,804.3333333333333
1,60,0,6,1,29.0,36,6,60,17.0,827.3333333333333
6,87,1,8,4,79.0,64,48,348,26.25,1642.9166666666665
7,47,0,9,8,40.0,81,63,376,17.75,380.91666666666663
5,71,0,5,6,55.0,25,25,426,21.75,1078.25
5,70,1,8,2,55.0,64,40,140,21.25,1062.25
7,73,0,8,1,65.0,64,56,73,22.25,1154.25
3,62,0,5,9,41.0,25,15,558,19.75,799.5833333333333
6,64,1,6,8,53.0,36,36,512,21.0,822.6666666666666
7,46,1,9,8,41.0,81,63,368,17.5,361.66666666666663
1,58,1,8,8,34.0,64,8,464,18.75,695.5833333333333
2,46,1,7,9,23.0,49,14,414,16.0,408.66666666666663
4,86,1,7,2,70.0,49,28,172,24.75,1671.5833333333333
8,47,0,5,0,38.0,25,40,0,15.0,466.0
6,53,0,9,8,45.0,81,54,424,19.0,515.3333333333333
1,40,0,9,6,14.0,81,9,240,14.0,311.3333333333333
5,52,0,8,1,37.0,64,40,52,16.5,568.3333333333333
7,42,0,5,5,33.0,25,35,210,14.75,330.91666666666663
6,92,1,9,8,81.0,81,54,736,28.75,1779.5833333333333
9,67,1,9,7,68.0,81,81,469,23.0,861.3333333333333
8,77,1,7,5,76.0,49,56,385,24.25,1238.25
4,90,1,5,5,74.0,25,20,450,26.0,1820.6666666666665
5,54,0,8,7,41.0,64,40,378,18.5,561.6666666666666
7,75,1,8,8,70.0,64,56,600,24.5,1133.6666666666665
8,92,1,7,7,89.0,49,56,644,28.5,1792.3333333333333
5,42,0,4,0,25.0,16,20,0,12.75,384.91666666666663
9,43,0,4,1,36.0,16,36,43,14.25,378.25
4,44,1,9,5,27.0,81,36,220,15.5,365.66666666666663
4,89,0,6,7,71.0,36,24,623,26.5,1737.6666666666665
8,65,0,7,3,56.0,49,56,195,20.75,874.9166666666666
1,64,1,6,3,41.0,36,6,192,18.5,924.3333333333333
8,49,0,9,1,41.0,81,72,49,16.75,474.91666666666663
5,47,1,7,9,34.0,49,35,423,17.0,402.66666666666663
1,51,0,8,0,23.0,64,8,0,15.0,588.6666666666666
4,93,0,7,9,78.0,49,28,837,28.25,1867.5833333333333
2,97,0,5,8,76.0,25,10,776,28.0,2122.0
4,98,0,6,6,78.0,36,24,588,28.5,2147.6666666666665
8,42,1,7,8,38.0,49,56,336,16.25,294.91666666666663
5,66,0,6,1,48.0,36,30,66,19.5,965.6666666666666
1,89,1,9,9,65.0,81,9,801,27.0,1722.6666666666665
7,62,1,7,4,59.0,49,49,248,20.0,786.0
1,79,0,4,1,52.0,16,4,79,21.25,1484.25
9,97,0,6,9,97.0,36,54,873,30.25,1982.25
3,72,1,8,6,54.0,64,24,432,22.25,1104.25
3,53,0,8,8,34.0,64,24,424,18.0,550.0
6,93,0,7,2,80.0,49,42,186,27.0,1940.6666666666665
6,62,1,8,0,54.0,64,48,0,19.0,833.3333333333333
6,70,0,8,3,63.0,64,48,210,21.75,1038.9166666666665
1,52,1,6,3,26.0,36,6,156,15.5,596.3333333333333
5,96,0,7,5,85.0,49,35,480,28.25,2040.9166666666665
6,51,0,6,4,40.0,36,36,204,16.75,522.25
8,74,0,7,4,68.0,49,56,296,23.25,1147.5833333333333
1,57,0,8,8,32.0,64,8,456,18.5,669.6666666666666
5,60,0,7,0,44.0,49,35,0,18.0,792.6666666666666
3,84,0,9,7,70.0,81,27,588,25.75,1514.25
2,86,1,7,7,66.0,49,14,602,25.5,1632.3333333333333
8,81,1,5,7,76.0,25,40,567,25.25,1382.9166666666665
7,40,0,7,2,29.0,49,49,80,14.0,306.0
7,77,0,5,9,70.0,25,35,693,24.5,1227.6666666666665
5,80,1,6,7,64.0,36,30,560,24.5,1369.6666666666665
9,81,1,5,1,76.0,25,45,81,24.0,1454.6666666666665
5,86,1,6,7,72.0,36,30,602,26.0,1600.6666666666665
2,48,0,7,7,24.0,49,14,336,16.0,460.66666666666663
3,62,0,6,2,40.0,36,18,124,18.25,853.5833333333333
4,53,0,8,3,37.0,64,32,159,17.0,580.6666666666666
5,50,1,9,8,42.0,81,45,400,18.0,458.0
3,46,1,7,8,28.0,49,21,368,16.0,404.66666666666663
7,70,0,5,9,61.0,25,35,630,22.75,994.9166666666666
5,63,1,9,8,53.0,81,45,504,21.25,777.5833333333333
5,65,0,4,9,50.0,16,20,585,20.75,874.9166666666666
6,69,0,9,5,55.0,81,54,345,22.25,974.25
7,73,1,7,0,67.0,49,49,0,21.75,1178.25
8,85,0,9,7,79.0,81,72,595,27.25,1482.9166666666665
9,77,1,9,8,77.0,81,81,616,25.75,1167.5833333333333
4,44,1,8,7,26.0,64,32,308,15.75,357.5833333333333
5,44,0,6,0,26.0,36,30,0,13.75,413.5833333333333
5,58,0,9,5,44.0,81,45,290,19.25,670.9166666666666
8,90,1,5,8,80.0,25,40,720,27.75,1724.25
9,77,0,5,8,73.0,25,45,616,24.75,1216.25
7,67,1,8,6,61.0,64,56,402,22.0,900.6666666666666
5,65,0,9,6,53.0,81,45,390,21.25,853.5833333333333
3,81,1,9,3,59.0,81,27,243,24.0,1452.0
1,62,1,8,6,40.0,64,8,372,19.25,820.9166666666666
9,85,0,7,9,88.0,49,63,765,27.5,1470.3333333333333
5,88,0,4,4,76.0,16,20,352,25.25,1750.25
9,69,1,4,9,65.0,16,36,621,22.75,956.25
4,42,1,6,4,23.0,36,24,168,14.0,349.3333333333333
5,67,1,5,0,50.0,25,25,0,19.25,1018.9166666666666
4,72,1,7,1,59.0,49,28,72,21.0,1162.0
2,81,0,5,8,57.0,25,10,648,24.0,1450.0
1,42,0,7,1,14.0,49,7,42,12.75,388.25
8,44,0,8,9,41.0,64,64,396,17.25,318.25
4,96,1,6,1,81.0,36,24,96,26.75,2135.583333333333
5,58,0,8,8,47.0,64,40,464,19.75,652.25
6,81,1,5,2,67.0,25,30,162,23.5,1472.3333333333333
8,97,1,6,1,92.0,36,48,97,28.0,2124.6666666666665
8,96,0,9,6,95.0,81,72,576,29.75,1952.25
7,87,0,7,8,79.0,49,49,696,27.25,1586.9166666666665
4,40,1,7,5,24.0,49,28,200,14.0,302.0
6,77,1,6,6,67.0,36,36,462,23.75,1260.25
4,48,0,8,2,30.0,64,32,96,15.5,475.66666666666663
7,99,1,6,2,91.0,36,42,198,28.5,2213.6666666666665
1,44,0,8,7,21.0,64,8,308,15.0,383.3333333333333
5,98,0,6,6,87.0,36,30,588,28.75,2131.583333333333
4,85,1,8,4,69.0,64,32,340,25.25,1590.25
7,81,1,4,5,72.0,16,28,405,24.25,1432.9166666666665
9,73,1,6,8,70.0,36,54,584,24.0,1068.6666666666665
5,76,1,8,2,66.0,64,40,152,22.75,1266.25
4,72,1,9,2,55.0,81,36,144,21.75,1130.9166666666665
9,64,0,5,5,60.0,25,45,320,20.75,834.9166666666666
5,81,0,5,7,67.0,25,25,567,24.5,1419.6666666666665
9,68,0,6,4,65.0,36,54,272,21.75,954.9166666666666
8,97,0,6,0,87.0,36,48,0,27.75,2142.9166666666665
4,64,1,7,2,48.0,49,28,128,19.25,894.25
7,93,0,8,7,87.0,64,56,651,28.75,1834.9166666666665
5,98,1,6,3,84.0,36,30,294,28.0,2179.333333333333
4,48,1,5,8,32.0,25,20,384,16.25,450.91666666666663
5,42,1,5,5,27.0,25,25,210,14.25,342.25
5,54,1,5,9,37.0,25,25,486,18.25,571.5833333333333
9,43,1,8,3,43.0,64,72,129,15.75,336.91666666666663
9,84,0,4,3,77.0,16,36,252,25.0,1554.0
6,77,1,6,9,65.0,36,36,693,24.5,1227.0
4,59,1,4,4,43.0,16,16,236,17.75,756.25
2,88,0,8,6,64.0,64,16,528,26.0,1714.6666666666665
3,62,0,9,6,43.0,81,27,372,20.0,790.0
2,76,0,6,9,57.0,36,12,684,23.25,1244.9166666666665
5,86,1,7,6,73.0,49,35,516,26.0,1600.6666666666665
6,47,1,6,4,32.0,36,36,188,15.75,434.91666666666663
5,96,1,6,8,85.0,36,30,768,28.75,2011.5833333333333
2,76,1,6,1,54.0,36,12,76,21.25,1336.9166666666665
5,95,0,6,7,81.0,36,30,665,28.25,1980.9166666666665
9,84,0,9,9,79.0,81,81,756,27.75,1406.25
4,72,0,6,7,58.0,36,24,504,22.25,1101.5833333333333
2,72,0,8,2,53.0,64,16,144,21.0,1164.0
3,46,0,6,4,25.0,36,18,184,14.75,435.5833333333333
3,61,0,9,7,41.0,81,27,427,20.0,753.3333333333333
9,44,1,8,9,44.0,64,72,396,17.5,312.3333333333333
4,85,1,6,8,70.0,36,24,680,25.75,1562.9166666666665
1,54,0,6,6,29.0,36,6,324,16.75,622.25
1,60,0,8,3,34.0,64,8,180,18.0,792.6666666666666
7,64,0,6,3,56.0,36,42,192,20.0,863.3333333333333
7,56,0,9,2,49.0,81,63,112,18.5,633.6666666666666
2,95,1,5,7,78.0,25,10,665,27.25,2044.25
9,89,1,6,5,88.0,36,54,445,27.25,1697.5833333333333
9,46,1,7,9,45.0,49,63,414,17.75,355.5833333333333
5,93,0,8,5,77.0,64,40,465,27.75,1894.25
3,97,0,9,9,76.0,81,27,873,29.5,2033.0
3,89,0,6,9,70.0,36,18,801,26.75,1728.25
3,99,1,6,8,80.0,36,18,792,29.0,2182.0
6,58,1,8,2,45.0,64,48,116,18.5,699.6666666666666
4,91,1,4,3,71.0,16,16,273,25.5,1907.0
8,46,0,9,2,42.0,81,72,92,16.25,402.91666666666663
5,79,1,9,2,65.0,81,45,158,23.75,1364.9166666666665
1,84,1,5,0,56.0,25,5,0,22.5,1685.6666666666665
9,98,0,5,9,93.0,25,45,882,30.25,2043.5833333333333
1,89,1,6,5,62.0,36,6,445,25.25,1810.9166666666665
6,63,0,8,8,52.0,64,48,504,21.25,775.5833333333333
1,50,0,7,4,24.0,49,7,200,15.5,535.0
3,80,0,6,9,61.0,36,18,720,24.5,1375.0
5,94,1,5,1,78.0,25,25,94,26.25,2043.5833333333333
7,40,1,6,9,28.0,36,42,360,15.5,268.3333333333333
8,93,0,8,3,86.0,64,64,279,28.0,1883.3333333333333
9,71,1,9,5,69.0,81,81,355,23.5,1006.3333333333333
6,79,0,9,6,71.0,81,54,474,25.0,1298.0
9,92,1,9,6,91.0,81,81,552,29.0,1766.0
8,83,0,9,3,79.0,81,72,249,25.75,1463.5833333333333
9,41,0,7,9,41.0,49,63,369,16.5,267.66666666666663
4,54,1,4,9,36.0,16,16,486,17.75,589.5833333333333
9,60,0,7,4,57.0,49,63,240,20.0,715.3333333333333
7,63,0,6,3,54.0,36,42,189,19.75,834.25
5,89,0,5,9,75.0,25,25,801,27.0,1712.0
5,56,0,8,5,40.0,64,40,280,18.5,627.0
1,86,0,6,6,61.0,36,6,516,24.75,1672.9166666666665
2,91,1,4,1,67.0,16,8,91,24.5,1967.0
3,91,1,8,9,72.0,64,24,819,27.75,1784.9166666666665
8,48,0,8,2,42.0,64,64,96,16.5,449.0
6,74,1,8,7,60.0,64,48,518,23.75,1122.9166666666665
5,59,0,6,6,41.0,36,30,354,19.0,711.3333333333333
1,58,0,4,0,32.0,16,4,0,15.75,796.25
9,57,0,6,3,53.0,36,54,171,18.75,656.25
3,59,0,8,4,42.0,64,24,236,18.5,733.6666666666666
3,69,0,8,2,49.0,64,24,138,20.5,1052.3333333333333
2,79,1,5,3,56.0,25,10,237,22.25,1432.9166666666665
4,40,1,7,9,24.0,49,28,360,15.0,282.0
2,63,1,6,9,39.0,36,12,567,20.0,830.0
9,63,1,4,9,61.0,16,36,567,21.25,780.25
7,86,1,8,6,78.0,64,56,516,26.75,1560.9166666666665
8,58,1,6,7,53.0,36,48,406,19.75,650.9166666666666
3,69,0,7,8,48.0,49,21,552,21.75,996.9166666666666
6,65,1,6,1,54.0,36,36,65,19.5,925.6666666666666
6,81,0,7,3,70.0,49,42,243,24.25,1434.25
1,83,0,6,0,59.0,36,6,0,22.5,1633.6666666666665
6,99,1,5,2,89.0,25,30,198,28.0,2243.333333333333
3,77,1,6,7,58.0,36,18,539,23.25,1286.9166666666665
3,68,0,9,6,52.0,81,27,408,21.5,967.0
3,52,0,5,7,32.0,25,15,364,16.75,554.9166666666666
8,43,0,7,5,32.0,49,56,215,15.75,331.5833333333333
5,84,0,8,4,69.0,64,40,336,25.25,1536.9166666666665
4,56,0,8,9,40.0,64,32,504,19.25,604.9166666666666
9,72,1,6,8,73.0,36,54,576,23.75,1036.25
9,44,1,4,4,39.0,16,36,176,15.25,372.91666666666663
1,67,0,6,8,40.0,36,6,536,20.5,969.6666666666666
2,63,0,5,3,35.0,25,10,189,18.25,891.5833333333333
8,56,0,5,4,52.0,25,40,224,18.25,636.25
5,89,0,7,0,77.0,49,35,0,25.25,1814.9166666666665
7,78,0,6,5,67.0,36,42,390,24.0,1296.6666666666665
1,87,0,7,2,58.0,49,7,174,24.25,1756.9166666666665
5,79,0,4,9,66.0,16,20,711,24.25,1336.9166666666665
3,83,0,8,1,66.0,64,24,83,23.75,1568.9166666666665
2,85,1,8,5,62.0,64,16,425,25.0,1606.0
2,90,0,6,0,66.0,36,12,0,24.5,1913.0
9,50,0,7,8,49.0,49,63,400,18.5,441.66666666666663
4,51,1,7,4,32.0,49,28,204,16.5,531.0
4,52,0,4,6,32.0,16,16,312,16.5,561.0
7,47,0,7,9,38.0,49,49,423,17.5,387.66666666666663
2,40,0,9,8,16.0,81,18,320,14.75,292.91666666666663
3,48,0,9,8,35.0,81,27,384,17.0,434.0
3,67,1,5,6,49.0,25,15,402,20.25,972.9166666666666
6,41,0,9,3,29.0,81,54,123,14.75,312.25
3,53,0,9,3,34.0,81,27,159,17.0,584.0
5,52,0,5,6,33.0,25,25,312,17.0,544.6666666666666
4,87,1,9,7,73.0,81,36,609,26.75,1617.5833333333333
3,41,0,9,6,23.0,81,27,246,14.75,312.25
8,43,0,5,9,35.0,25,40,387,16.25,320.91666666666663
3,51,1,6,3,30.0,36,18,153,15.75,554.25
6,87,1,5,3,73.0,25,30,261,25.25,1696.25
7,49,1,5,7,43.0,25,35,343,17.0,456.0
7,42,1,9,8,38.0,81,63,336,16.5,289.66666666666663
2,43,0,8,6,21.0,64,16,258,14.75,360.91666666666663
3,45,1,9,2,26.0,81,27,90,14.75,416.25
4,62,1,6,9,43.0,36,24,558,20.25,778.9166666666666
7,44,1,5,0,32.0,25,35,0,14.0,408.66666666666663
2,89,0,4,4,64.0,16,8,356,24.75,1835.5833333333333
3,42,1,5,5,20.0,25,15,210,13.75,355.5833333333333
7,49,0,6,8,41.0,36,42,392,17.5,441.66666666666663
7,82,0,7,4,70.0,49,49,328,25.0,1446.0
3,58,1,9,0,36.0,81,27,0,17.5,743.0
1,53,0,8,3,26.0,64,8,159,16.25,608.9166666666666
3,60,1,8,1,37.0,64,24,60,18.0,792.6666666666666
5,99,1,9,3,89.0,81,45,297,29.0,2184.0
7,82,0,9,6,77.0,81,63,492,26.0,1395.3333333333333
4,67,0,6,8,47.0,36,24,536,21.25,932.9166666666666
1,60,0,5,2,33.0,25,5,120,17.0,824.6666666666666
6,75,0,4,2,61.0,16,24,150,21.75,1262.9166666666665
2,63,1,5,3,39.0,25,10,189,18.25,891.5833333333333
3,93,0,5,6,74.0,25,15,558,26.75,1952.25
4,77,0,4,5,54.0,16,16,385,22.5,1320.3333333333333
6,56,0,8,4,47.0,64,48,224,18.5,627.6666666666666
6,61,0,5,3,49.0,25,30,183,18.75,794.9166666666666
7,58,1,7,7,53.0,49,49,406,19.75,650.25
5,84,1,7,3,66.0,49,35,252,24.75,1562.9166666666665
7,93,0,6,2,84.0,36,42,186,27.0,1940.6666666666665
2,49,0,6,6,27.0,36,12,294,15.75,494.91666666666663
1,50,1,4,1,23.0,16,4,50,14.0,578.0
8,77,1,4,3,72.0,16,32,231,23.0,1300.6666666666665
1,41,1,6,7,16.0,36,6,287,13.75,336.91666666666663
2,72,1,9,3,47.0,81,18,216,21.5,1143.0
6,82,0,5,9,73.0,25,30,738,25.5,1421.6666666666665
1,70,0,9,6,45.0,81,9,420,21.5,1056.3333333333333
3,87,1,8,1,68.0,64,24,87,24.75,1730.9166666666665
7,74,1,7,4,69.0,49,49,296,23.0,1158.0
8,76,0,4,3,69.0,16,32,228,22.75,1264.9166666666665
4,86,0,6,8,69.0,36,24,688,26.0,1602.6666666666665
3,86,1,7,6,65.0,49,21,516,25.5,1629.6666666666665
1,75,0,9,8,48.0,81,9,600,23.25,1202.9166666666665
9,62,1,4,9,57.0,16,36,558,21.0,752.6666666666666
6,75,0,4,6,62.0,16,24,450,22.75,1214.25
6,79,0,5,1,70.0,25,30,79,22.75,1410.9166666666665
9,78,1,4,1,73.0,16,36,78,23.0,1355.3333333333333
1,65,0,8,1,39.0,64,8,65,18.75,961.5833333333333
6,64,1,4,4,53.0,16,24,256,19.5,881.0
5,56,0,8,0,40.0,64,40,0,17.25,678.25
6,54,1,9,6,47.0,81,54,324,18.75,554.25
8,76,1,5,1,68.0,25,40,76,22.5,1280.3333333333333
5,84,1,8,3,73.0,64,40,252,25.0,1551.3333333333333
2,43,0,9,8,23.0,81,18,344,15.5,345.66666666666663
2,61,1,7,7,39.0,49,14,427,19.25,780.25
5,56,1,4,9,40.0,16,20,504,18.5,629.6666666666666
3,61,0,6,1,42.0,36,18,61,17.75,835.5833333333333
3,56,0,6,3,35.0,36,18,168,17.0,678.0
8,53,1,8,3,47.0,64,64,159,18.0,550.0
7,53,1,5,1,46.0,25,35,53,16.5,598.3333333333333
1,56,0,8,1,26.0,64,8,56,16.5,704.3333333333333
5,47,0,9,4,36.0,81,45,188,16.25,424.91666666666663
9,73,0,9,3,75.0,81,81,219,23.5,1097.0
4,65,1,8,7,48.0,64,32,455,21.0,863.3333333333333
1,84,0,8,3,57.0,64,8,252,24.0,1608.6666666666665
8,69,1,7,7,62.0,49,56,483,22.75,950.9166666666666
5,61,1,9,4,50.0,81,45,244,19.75,760.9166666666666
2,55,1,7,0,30.0,49,14,0,16.0,684.6666666666666
1,69,0,8,8,44.0,64,8,552,21.5,1013.6666666666666
3,55,0,5,7,36.0,25,15,385,17.5,627.6666666666666
9,77,0,4,0,69.0,16,36,0,22.5,1333.6666666666665
1,93,1,9,2,66.0,81,9,186,26.25,1992.9166666666665
4,63,1,6,2,46.0,36,24,126,18.75,872.9166666666666
8,75,0,7,4,68.0,49,56,300,23.5,1181.6666666666665
8,74,0,9,6,68.0,81,72,444,24.25,1101.5833333333333
8,45,1,4,0,37.0,16,32,0,14.25,430.91666666666663
8,43,1,7,0,36.0,49,56,0,14.5,373.66666666666663
4,57,1,9,9,40.0,81,36,513,19.75,622.25
8,45,1,7,5,40.0,49,56,225,16.25,368.91666666666663
9,65,0,7,4,60.0,49,63,260,21.25,854.9166666666666
7,76,1,8,2,70.0,64,56,152,23.25,1243.5833333333333
2,66,1,8,2,43.0,64,16,132,19.5,969.0
9,80,0,7,3,81.0,49,63,240,24.75,1362.9166666666665
8,50,0,7,9,42.0,49,56,450,18.5,441.66666666666663
5,77,0,6,1,60.0,36,30,77,22.25,1336.9166666666665
3,55,0,4,8,36.0,16,12,440,17.5,629.6666666666666
7,58,1,4,3,46.0,16,28,174,18.0,714.0
2,82,1,5,9,60.0,25,10,738,24.5,1477.6666666666665
3,92,1,5,2,67.0,25,15,184,25.5,1967.0
9,54,1,5,9,49.0,25,45,486,19.25,540.25
4,65,1,8,6,47.0,64,32,390,20.75,872.9166666666666
4,95,0,8,8,79.0,64,32,760,28.75,1954.25
3,80,0,6,1,61.0,36,18,80,22.5,1473.6666666666665
5,95,1,8,5,82.0,64,40,475,28.25,1982.25
3,70,0,5,4,48.0,25,15,280,20.5,1089.6666666666665
9,58,1,9,0,54.0,81,81,0,19.0,694.0
3,96,1,7,6,75.0,49,21,576,28.0,2058.0
2,90,1,5,0,68.0,25,10,0,24.25,1925.5833333333333
5,63,1,6,9,50.0,36,30,567,20.75,796.25
6,97,1,7,8,87.0,49,42,776,29.5,2025.6666666666665
1,48,0,8,3,25.0,64,8,144,15.0,492.66666666666663
6,62,0,7,7,45.0,49,42,434,20.5,765.6666666666666
3,43,1,9,0,25.0,81,27,0,13.75,394.25
4,49,1,6,4,28.0,36,24,196,15.75,492.25
6,48,0,8,2,36.0,64,48,96,16.0,461.3333333333333
8,58,1,4,3,53.0,16,32,174,18.25,706.9166666666666
